,TICKERS,PRECO,MIN_MES,MAX_MES,VAL_MES,MIN_52S,MAX_52S,VAL_12M, VPA,DY, LPA,P/L,P/L_IDEAL,UP/DOWNSIDE,ROE,P/VP,EV/EBIT,LIQ.CORR,MARG.LIQ,DIV.LIQ/PL,SEGMENTO,IBOVESPA,SMALLCAP,DIVIDENDOS
0,AALR3,8.61,7.55,8.61,10.38,7.55,24.3,-57.77,7.32,0.0,-2.42,-3.52,-3.024793388429752,-0.14982578397212531,-33.11,1.16,-154.38,0.55,-25.3,1.03,Serv Mao Hosp Analises e Diagnosticos,,SMLL,
1,ABCB4,20.13,18.35,20.13,7.82,15.27,21.24,7.47,23.98,7.87,3.48,5.73,6.890804597701149,0.1912568306010929,14.5,0.83,4.36,1.5,19.35,0.0,Bancos,,SMLL,IDIV
2,ABEV3,13.53,13.53,14.01,-2.45,12.86,16.03,-7.65,5.4,5.61,0.91,14.98,5.934065934065934,-0.6008869179600886,16.78,2.51,11.55,1.01,17.26,-0.1,Cervejas e Refrigerantes,IBOV,,
3,ADHM3,1.56,1.56,2.1,0.0,0.0,0.0,0.0,-1.21,0.0,-0.38,-4.09,3.1842105263157894,-1.7756410256410255,-31.47,-1.29,-5.69,0.0,-18860.61,0.0,Serv Mao Hosp Analises e Diagnosticos,,,
4,AERI3,1.0,0.94,1.03,3.09,0.88,2.35,-57.26,1.1,0.0,-0.14,-7.11,-7.857142857142857,0.10000000000000009,-12.65,0.9,6.08,1.63,-3.59,1.11,Maq Equip Industriais,,,
5,AESB3,11.71,11.21,11.71,3.72,9.05,12.69,24.18,7.32,0.0,0.24,48.21,30.500000000000004,-0.37489325362937664,3.29,1.59,17.99,1.64,4.68,1.89,Energia Eletrica,,,
6,AFLT3,8.6,8.6,9.01,-3.37,8.07,10.5,-6.01,4.3,3.05,0.62,13.83,6.935483870967742,-0.5,14.46,2.0,13.08,4.34,48.96,-0.07,Energia Eletrica,,,
7,AGRO3,28.02,24.06,29.02,14.65,22.59,31.35,4.79,21.46,11.53,2.62,10.71,8.19083969465649,-0.23411848679514624,12.22,1.31,12.06,2.14,20.98,0.21,Agricultura,,,
8,AGXY3,4.98,4.82,5.0,-0.4,4.7,9.91,-30.64,6.18,0.8,-1.15,-4.3,-5.373913043478261,0.24096385542168663,-18.62,0.8,4.1,1.08,-1.77,0.88,Agricultura,,,
9,AHEB3,18.95,18.95,22.09,-14.21,17.0,22.1,-9.72,1.0,0.0,8.77,2.16,0.11402508551881414,-0.9472295514511874,873.55,18.88,1.28,1.46,15.93,-3.79,Producao de Eventos e Shows,,,
10,AHEB5,16.59,16.49,16.59,0.61,16.49,20.0,-16.59,1.0,0.0,8.77,1.89,0.11402508551881414,-0.9397227245328511,873.55,16.53,1.28,1.46,15.93,-3.79,Producao de Eventos e Shows,,,
11,AHEB6,17.01,17.01,18.5,-8.05,17.01,21.0,-11.91,1.0,0.0,8.77,1.94,0.11402508551881414,-0.9412110523221634,873.55,16.94,1.28,1.46,15.93,-3.79,Producao de Eventos e Shows,,,
12,ALLD3,6.65,6.37,6.69,-0.6,4.5,8.89,-24.86,16.44,5.35,0.67,9.83,24.53731343283582,1.4721804511278198,4.1,0.4,4.38,1.65,1.16,0.15,Eletrodomesticos,,,
13,ALPA3,8.92,8.88,9.64,-7.47,7.8,19.15,-53.42,7.77,0.0,-0.33,-26.71,-23.545454545454543,-0.1289237668161436,-4.3,1.15,-24.08,2.5,-5.67,0.18,Calcados,,,
14,ALPA4,8.64,8.34,8.95,-2.15,7.02,23.6,-60.96,7.77,0.0,-0.33,-25.78,-23.545454545454543,-0.10069444444444453,-4.3,1.11,-24.08,2.5,-5.67,0.18,Calcados,,,
15,ALPK3,4.45,4.31,4.64,-4.09,1.11,5.9,96.04,1.71,0.0,-0.6,-7.48,-2.85,-0.6157303370786518,-34.95,2.62,17.61,0.6,-10.37,3.32,Servicos Diversos,,,
16,ALSC3,27.75,27.75,28.35,0.0,0.0,0.0,0.0,12.64,0.0,0.72,38.57,17.555555555555557,-0.5445045045045045,5.69,2.2,14.85,5.39,27.78,-0.21,Exploracao de Imoveis,,,
17,ALSO3,24.03,22.54,24.03,4.52,15.15,25.47,34.32,25.57,2.16,5.58,4.31,4.582437275985663,0.0640865584685808,21.84,0.94,2.04,1.87,172.55,-0.12,Exploracao de Imoveis,,SMLL,
18,ALUP11,29.69,28.53,29.69,4.07,22.35,30.11,17.54,24.49,5.68,2.5,11.85,9.796,-0.1751431458403504,10.19,1.21,7.83,2.44,23.99,1.22,Energia Eletrica,,SMLL,
19,ALUP3,9.92,9.56,9.92,3.77,7.48,10.2,17.95,8.16,5.66,0.83,11.89,9.83132530120482,-0.17741935483870963,10.19,1.21,7.83,2.44,23.99,1.22,Energia Eletrica,,,
20,ALUP4,9.89,9.54,9.89,3.24,7.37,10.16,17.6,8.16,5.69,0.83,11.84,9.83132530120482,-0.17492416582406478,10.19,1.21,7.83,2.44,23.99,1.22,Energia Eletrica,,,
21,AMAR3,0.68,0.61,0.69,3.03,0.59,2.67,-72.24,0.89,0.0,-1.45,-0.46,-0.6137931034482759,0.3088235294117647,-163.84,0.76,-4.64,1.0,-19.59,3.46,Tecidos Vestuario e Calcados,,SMLL,
22,AMBP3,22.21,21.38,22.33,3.4,17.78,33.0,-25.22,9.44,0.61,-1.02,-21.79,-9.254901960784313,-0.574966231427285,-10.75,2.34,8.52,2.75,-2.54,4.05,Agua e Saneamento,,,
23,AMER3,0.86,0.86,0.98,-12.24,0.71,21.1,-94.67,16.74,0.0,0.05,18.1,334.79999999999995,18.465116279069765,0.28,0.05,8.32,1.84,0.15,0.59,Produtos Diversos,,,
24,ANDG3B,28.82,28.82,28.82,0.0,0.0,0.0,0.0,12.94,0.0,0.48,59.95,26.958333333333332,-0.5510062456627343,3.71,2.23,8.6,0.26,45.82,0.13,Holdings Diversificadas,,,
25,ANDG4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.94,0.0,0.48,0.0,26.958333333333332,inf,3.71,0.0,8.6,0.26,45.82,0.13,Holdings Diversificadas,,,
26,ANIM3,3.61,3.31,3.8,-5.0,2.02,7.3,-33.64,6.39,0.0,-0.27,-13.21,-23.666666666666664,0.7700831024930748,-4.26,0.56,15.02,1.07,-3.02,1.62,Servicos Educacionais,,SMLL,
27,APER3,29.77,29.75,31.0,0.07,20.25,32.13,0.78,41.37,1.08,2.31,13.03,17.909090909090907,0.3896540141081626,5.57,0.73,10.24,1.12,9.31,-0.17,Corretoras de Seguros,,,
28,APTI3,197.64,0.0,0.0,0.0,0.0,0.0,0.0,11599.68,0.0,-1264.69,-0.16,-9.171955182692992,57.6909532483303,-10.9,0.02,-0.46,6.4,-52.08,-0.11,Agricultura,,,
29,APTI4,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,11599.68,0.0,-1264.69,-2.77,-9.171955182692992,2.3141942857142856,-10.9,0.3,-0.46,6.4,-52.08,-0.11,Agricultura,,,
30,ARML3,12.97,12.69,13.17,-0.23,9.35,16.05,-16.54,3.4,1.95,0.46,27.99,7.391304347826086,-0.7378565921356978,13.57,3.8,15.0,2.9,14.07,1.17,Maq Equip Industriais,,,
31,ARZZ3,72.25,67.5,73.69,-1.95,58.95,102.64,-22.2,25.08,2.21,3.33,21.66,7.531531531531531,-0.6528719723183392,13.29,2.88,16.77,1.63,8.03,0.12,Tecidos Vestuario e Calcados,,SMLL,
32,ASAI3,12.59,11.86,12.87,6.16,10.5,21.01,-30.67,2.95,0.7,0.8,15.65,3.6875,-0.7656870532168387,27.09,4.24,8.71,0.81,1.85,2.2,Alimentos,IBOV,,
33,ATMP3,2.24,1.86,2.24,20.43,0.85,2.64,55.56,-13.18,0.0,40.3,0.06,-0.3270471464019851,-6.883928571428571,-305.71,-0.17,-1.73,0.3,258.67,0.0,Servicos Diversos,,,
34,ATOM3,2.28,2.23,2.28,1.33,1.84,2.83,-6.56,0.82,13.93,0.09,24.79,9.11111111111111,-0.6403508771929824,11.36,2.82,26.35,34.11,8.23,-0.94,Outros,,,
35,AURA33,31.4,31.4,33.49,-6.24,28.97,42.5,-0.63,22.68,4.52,3.09,10.18,7.339805825242719,-0.2777070063694267,13.62,1.39,6.29,1.24,11.46,0.39,Minerais Metalicos,,,
36,AURE3,14.14,13.77,14.14,1.65,12.1,14.95,9.02,14.79,10.68,3.1,4.53,4.7709677419354835,0.045968882602545946,20.94,0.95,8.92,2.12,52.7,0.03,Energia Eletrica,,,
37,AVLL3,5.3,5.3,5.75,-7.83,2.4,18.0,-70.56,-18.05,0.0,-18.01,-0.3,1.0022209883398112,-4.40566037735849,-99.81,-0.3,-4.23,0.32,-151.33,0.0,Incorporacoes,,,
38,AZEV3,2.13,2.13,2.72,-21.69,1.25,3.3,-11.25,1.28,0.0,-0.51,-4.17,-2.5098039215686274,-0.39906103286384975,-40.11,1.67,-3.67,0.79,-8.98,0.35,Construcao Pesada,,,
39,AZEV4,2.25,2.25,2.83,-20.49,1.18,3.43,0.45,1.28,0.0,-0.51,-4.38,-2.5098039215686274,-0.4311111111111111,-40.11,1.76,-3.67,0.79,-8.98,0.35,Construcao Pesada,,,
40,AZUL4,13.11,13.11,14.93,-12.19,6.79,21.86,-23.33,-15.56,0.0,-1.28,-10.23,12.15625,-2.1868802440884823,-8.24,-0.84,13.69,0.28,-9.23,0.0,Transporte Aereo,IBOV,SMLL,
41,B3SA3,13.27,12.54,13.27,2.23,10.25,15.29,8.42,3.53,2.88,0.72,18.55,4.902777777777778,-0.7339864355689525,20.33,3.77,13.56,1.62,39.68,-0.14,Servicos Financeiros Diversos,IBOV,,
42,BAHI3,10.87,10.32,11.46,3.52,7.95,15.98,-1.09,2.46,0.0,-3.35,-3.23,-0.7343283582089551,-0.7736890524379025,-136.46,4.41,-14.19,0.19,-23.65,2.58,Servicos Educacionais,,,
43,BALM3,10.25,9.98,10.25,2.71,9.3,12.23,-16.19,14.53,2.11,0.08,125.56,181.625,0.417560975609756,0.56,0.71,4.49,2.92,0.44,-0.19,Equipamentos,,,
44,BALM4,11.64,9.8,11.64,18.78,8.46,11.64,22.53,14.53,1.85,0.08,142.59,181.625,0.24828178694158054,0.56,0.8,4.49,2.92,0.44,-0.19,Equipamentos,,,
45,BAUH4,71.88,71.88,71.88,0.0,69.88,82.69,-9.63,18.39,1.68,-0.73,-98.21,-25.19178082191781,-0.7441569282136895,-3.98,3.91,44.58,1.2,-1.82,-0.19,Carnes e Derivados,,,
46,BAZA3,78.4,72.95,78.4,7.47,43.54,78.4,64.19,97.45,6.78,22.28,3.53,4.373877917414721,0.24298469387755106,22.87,0.81,2.27,0.0,34.41,0.0,Bancos,,,
47,BBAS3,47.45,46.35,47.45,0.68,29.19,50.89,30.46,56.75,9.71,11.36,4.17,4.995598591549296,0.19599578503688075,20.01,0.83,3.18,12.76,12.35,0.0,Bancos,IBOV,,IDIV
48,BBDC3,13.2,12.8,13.2,0.08,11.03,16.5,-11.35,15.64,6.91,1.53,8.67,10.222222222222223,0.18484848484848504,9.78,0.85,10.97,7.16,7.37,0.0,Bancos,IBOV,,
49,BBDC4,14.93,14.38,14.97,-0.27,12.35,20.21,-17.79,15.64,6.73,1.53,9.78,10.222222222222223,0.04755525787006043,9.78,0.96,10.97,7.16,7.37,0.0,Bancos,IBOV,,
50,BBML3,3936.42,3818.4,3958.44,0.0,0.0,0.0,0.0,0.03,0.0,0.08,48754.69,0.375,-0.9999923788620116,306.71,149535.6,3586.4,0.68,0.2,404.48,Servicos Diversos,,,
51,BBSE3,31.67,31.03,31.95,2.06,23.95,34.18,23.95,4.47,10.98,3.59,8.84,1.2451253481894151,-0.858856962425008,80.32,7.1,7.75,0.98,0.0,0.0,Seguradoras,IBOV,,IDIV
52,BDLL3,12.2,12.2,12.2,0.0,10.1,13.19,6.09,-88.93,0.0,34.54,0.35,-2.5746960046323104,-8.289344262295083,-38.84,-0.14,-5.62,0.98,144.73,0.0,Maq Equip Industriais,,,
53,BDLL4,10.09,10.04,10.3,-1.37,7.55,11.01,16.65,-88.93,0.0,34.54,0.29,-2.5746960046323104,-9.813676907829535,-38.84,-0.11,-5.62,0.98,144.73,0.0,Maq Equip Industriais,,,
54,BEEF11,3.62,3.5,4.0,0.0,0.0,0.0,0.0,0.67,0.0,0.58,6.26,1.1551724137931036,-0.8149171270718232,85.67,5.36,5.96,1.5,1.21,18.78,Carnes e Derivados,,,
55,BEEF3,8.67,8.56,8.99,1.29,8.06,14.65,-33.61,0.67,6.35,0.58,15.0,1.1551724137931036,-0.922722029988466,85.67,12.85,5.96,1.5,1.21,18.78,Carnes e Derivados,IBOV,SMLL,
56,BEES3,8.68,8.61,8.75,-0.46,4.97,9.38,59.27,6.43,7.2,1.04,8.38,6.1826923076923075,-0.2592165898617511,16.14,1.35,6.34,0.0,6.42,0.0,Bancos,,,
57,BEES4,9.99,9.73,10.0,0.81,5.49,12.91,71.36,6.43,6.26,1.04,9.63,6.1826923076923075,-0.35635635635635643,16.14,1.55,6.34,0.0,6.42,0.0,Bancos,,,
58,BFRE11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297220.36,0.0,27456.07,0.0,10.825306025225023,inf,9.24,0.0,0.0,0.0,145.79,0.0,Gestao Recursos e Investimentos,,,
59,BFRE12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297220.36,0.0,27456.07,0.0,10.825306025225023,inf,9.24,0.0,0.0,0.0,145.79,0.0,Gestao Recursos e Investimentos,,,
60,BGIP3,26.0,24.9,28.99,4.42,21.06,33.22,1.05,35.35,8.93,3.65,6.89,9.684931506849315,0.35961538461538467,10.32,0.71,6.38,0.76,5.27,0.0,Bancos,,,
61,BGIP4,24.0,22.12,24.1,8.5,15.08,27.39,42.01,35.35,10.24,3.65,6.61,9.684931506849315,0.47291666666666665,10.32,0.68,6.38,0.76,5.27,0.0,Bancos,,,
62,BIDI11,10.4,9.65,12.02,0.0,0.0,0.0,0.0,9.67,0.0,-0.04,-238.07,-241.75,-0.07019230769230778,-0.45,1.08,-91.21,0.0,-5.22,0.0,Bancos,,,
63,BIDI3,3.4,3.2,4.0,0.0,0.0,0.0,0.0,3.22,0.0,-0.01,-233.49,-322.0,-0.05294117647058816,-0.45,1.06,-91.21,0.0,-5.22,0.0,Bancos,,,
64,BIDI4,3.41,3.22,4.02,0.0,0.0,0.0,0.0,3.22,0.0,-0.01,-234.18,-322.0,-0.055718475073313734,-0.45,1.06,-91.21,0.0,-5.22,0.0,Bancos,,,
65,BIOM3,5.36,5.26,5.41,-0.56,3.44,7.61,-29.57,1.49,0.0,-1.09,-4.83,-1.36697247706422,-0.7220149253731343,-73.28,3.54,-6.81,1.59,-72.57,0.91,Medicamentos e Outros Produtos,,,
66,BLAU3,17.59,17.24,17.6,-0.06,17.24,33.35,-41.5,10.45,3.71,1.74,10.08,6.005747126436781,-0.40591245025582723,16.63,1.68,8.21,4.14,23.07,-0.08,Medicamentos e Outros Produtos,,,
67,BLUT3,5.14,4.04,5.3,27.23,5.11,5.3,-3.02,11.21,0.0,-0.91,-5.63,-12.31868131868132,1.180933852140078,-8.15,0.46,-4.91,0.0,0.0,0.12,Holdings Diversificadas,,,
68,BLUT4,1.52,1.52,1.66,-5.0,1.52,1.61,-4.4,11.21,0.0,-0.91,-1.66,-12.31868131868132,6.375000000000001,-8.15,0.14,-4.91,0.0,0.0,0.12,Holdings Diversificadas,,,
69,BMEB3,17.24,14.05,18.25,22.7,9.19,18.25,49.78,13.35,5.29,2.12,8.37,6.297169811320754,-0.22563805104408352,15.91,1.33,6.47,0.0,5.24,0.0,Bancos,,,
70,BMEB4,13.36,13.12,13.5,1.83,9.21,13.5,43.35,13.35,7.76,2.12,6.28,6.297169811320754,-0.0007485029940119681,15.91,1.0,6.47,0.0,5.24,0.0,Bancos,,,
71,BMGB4,2.47,2.42,2.49,0.41,1.97,3.06,0.82,6.97,15.73,0.22,11.08,31.68181818181818,1.8218623481781373,3.17,0.35,-12.61,0.0,1.83,0.0,Bancos,,SMLL,
72,BMIN3,22.4,22.4,22.4,0.0,16.45,27.68,16.91,27.95,5.39,1.94,11.53,14.407216494845361,0.2477678571428572,6.95,0.8,8.6,0.0,24.12,0.0,Bancos,,,
73,BMIN4,16.0,14.58,16.0,6.74,10.98,16.0,31.58,27.95,7.79,1.94,7.97,14.407216494845361,0.746875,6.95,0.55,8.6,0.0,24.12,0.0,Bancos,,,
74,BMKS3,300.0,300.0,321.99,-6.28,206.18,370.0,32.3,435.49,19.26,59.07,5.08,7.37243947858473,0.45163333333333333,13.56,0.69,-1.84,25.52,153.94,-0.77,Bicicletas,,,
75,BMOB3,12.48,11.97,12.48,3.23,11.73,16.49,-14.99,12.22,1.79,1.04,11.95,11.75,-0.02083333333333337,8.53,1.02,5.57,3.71,6.69,-0.51,Programas e Servicos,,,
76,BNBR3,89.5,89.5,89.5,0.0,66.7,91.84,34.18,114.18,3.96,25.85,3.46,4.417021276595745,0.27575418994413425,22.64,0.78,2.06,0.0,25.87,0.0,Bancos,,,
77,BOAS3,7.95,7.95,7.98,0.0,4.06,8.0,16.4,4.34,3.2,0.52,15.22,8.346153846153845,-0.4540880503144654,12.04,1.83,18.69,12.37,32.39,-0.5,Servicos Financeiros Diversos,,,
78,BOBR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.3,0.0,-1.5,-inf,-66.43,0.0,2.7,0.76,5.23,0.0,Produtos de Limpeza,,,
79,BOBR4,1.86,1.83,2.02,-7.92,1.14,2.25,43.08,-0.45,0.0,0.3,6.09,-1.5,-1.2419354838709677,-66.43,-4.05,2.7,0.76,5.23,0.0,Produtos de Limpeza,,,
80,BPAC11,33.48,30.66,33.48,3.65,18.1,33.72,29.97,12.18,2.23,2.19,15.25,5.561643835616438,-0.6362007168458781,18.0,2.75,12.78,1.04,19.46,0.0,Bancos,IBOV,,
81,BPAC3,15.59,14.04,15.59,2.63,9.51,16.38,13.96,4.06,1.63,0.73,20.87,5.561643835616438,-0.7395766516998076,18.0,3.76,12.78,1.04,19.46,0.0,Bancos,,,
82,BPAC5,9.0,8.18,9.0,4.17,4.41,9.0,53.32,4.06,2.74,0.73,12.4,5.561643835616438,-0.548888888888889,18.0,2.23,12.78,1.04,19.46,0.0,Bancos,,,
83,BPAN4,9.01,8.21,9.01,1.81,4.61,9.49,18.87,5.7,2.82,0.48,18.68,11.875,-0.36736958934517194,8.36,1.56,16.52,0.0,4.29,0.0,Bancos,,SMLL,
84,BPAR3,182.07,0.0,0.0,0.0,0.0,0.0,0.0,178.47,1.7,25.0,7.28,7.1388,-0.019772614928324272,14.01,1.02,4.3,0.0,8.39,0.0,Bancos,,,
85,BPAT33,44.05,38.52,47.04,0.0,0.0,0.0,0.0,66.71,0.0,6.31,6.98,10.572107765451664,0.5144154370034051,9.46,0.66,1.8,0.0,5.61,0.0,Bancos,,,
86,BPHA3,0.62,0.62,1.45,0.0,0.0,0.0,0.0,-2.58,0.0,10.4,0.06,-0.24807692307692308,-5.161290322580645,-402.5,-0.24,1.66,0.06,13896.67,0.0,Medicamentos e Outros Produtos,,,
87,BRAP3,21.7,20.67,21.97,-0.73,18.79,27.04,15.49,19.3,12.26,7.01,3.1,2.75320970042796,-0.11059907834101379,36.31,1.13,3.28,4.7,0.0,-0.03,Minerais Metalicos,,,
88,BRAP4,23.61,22.45,23.95,-0.08,20.18,31.2,15.06,19.3,12.36,7.01,3.38,2.75320970042796,-0.18254976704786108,36.31,1.23,3.28,4.7,0.0,-0.03,Minerais Metalicos,IBOV,,IDIV
89,BRBI11,15.7,14.88,15.9,5.16,9.44,16.13,14.26,0.0,5.33,1.45,10.88,0.0,-1.0,0.0,0.0,43.06,0.0,3.95,0.0,Bancos,,,
90,BRBI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,43.06,0.0,3.95,0.0,Bancos,,,
91,BRBI4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,43.06,0.0,3.95,0.0,Bancos,,,
92,BRFS3,9.18,8.74,9.38,1.21,5.55,15.11,-39.0,5.44,0.0,-2.04,-4.52,-2.666666666666667,-0.40740740740740733,-37.45,1.69,-108.38,1.1,-6.32,1.74,Carnes e Derivados,IBOV,,
93,BRGE11,10.85,10.02,10.9,8.28,6.3,10.9,31.36,17.89,2.43,1.09,9.97,16.412844036697248,0.6488479262672813,6.08,0.61,-16.23,3.09,2221.7,-1.16,Seguradoras,,,
94,BRGE12,10.1,10.02,10.1,0.8,6.5,10.1,36.3,17.89,0.0,1.09,9.28,16.412844036697248,0.7712871287128713,6.08,0.56,-16.23,3.09,2221.7,-1.16,Seguradoras,,,
95,BRGE3,10.9,10.1,10.9,0.28,8.6,11.98,26.74,17.89,0.0,1.09,10.01,16.412844036697248,0.6412844036697247,6.08,0.61,-16.23,3.09,2221.7,-1.16,Seguradoras,,,
96,BRGE5,10.42,10.42,10.42,0.0,8.93,11.2,2.16,17.89,2.11,1.09,9.57,16.412844036697248,0.716890595009597,6.08,0.58,-16.23,3.09,2221.7,-1.16,Seguradoras,,,
97,BRGE6,10.9,10.35,10.9,5.31,8.79,14.44,-6.44,17.89,4.84,1.09,10.01,16.412844036697248,0.6412844036697247,6.08,0.61,-16.23,3.09,2221.7,-1.16,Seguradoras,,,
98,BRGE7,9.27,9.27,9.27,0.0,3.62,9.27,156.08,17.89,3.32,1.09,8.52,16.412844036697248,0.9298813376483281,6.08,0.52,-16.23,3.09,2221.7,-1.16,Seguradoras,,,
99,BRGE8,10.05,10.05,10.05,0.0,6.83,10.1,18.37,17.89,2.19,1.09,9.23,16.412844036697248,0.7800995024875621,6.08,0.56,-16.23,3.09,2221.7,-1.16,Seguradoras,,,
100,BRIN3,39.15,37.89,41.0,0.0,0.0,0.0,0.0,24.28,0.83,1.35,28.92,17.985185185185184,-0.37982120051085566,5.57,1.61,26.58,1.12,9.31,-0.17,Corretoras de Seguros,,,
101,BRIT3,3.92,3.51,3.96,5.09,1.75,3.96,19.15,3.22,0.83,0.27,14.46,11.925925925925926,-0.1785714285714285,8.41,1.22,10.08,1.99,10.83,0.52,Telecomunicacoes,,,
102,BRIV3,10.86,10.86,10.86,0.0,7.39,13.3,4.62,19.37,1.46,1.14,9.54,16.991228070175442,0.7836095764272561,5.88,0.56,6.22,4.27,2.97,0.0,Bancos,,,
103,BRIV4,11.11,10.85,11.11,2.4,6.85,11.11,58.04,19.37,2.82,1.14,9.67,16.991228070175442,0.7434743474347436,5.88,0.57,6.22,4.27,2.97,0.0,Bancos,,,
