,TICKERS,PRECO,MIN_MES,MAX_MES,VAL_MES,MIN_52S,MAX_52S,VAL_12M, VPA,DY, LPA,P/L,P/L_IDEAL,UP/DOWNSIDE,ROE,P/VP,EV/EBIT,LIQ.CORR,MARG.LIQ,DIV.LIQ/PL,SEGMENTO,IBOVESPA,SMALLCAP,DIVIDENDOS
517,SEQL3,0.53,0.52,0.71,-24.64,0.52,7.14,-92.72,1.75,0.0,-1.33,-0.39,-1.3157894736842104,2.30188679245283,-75.69,0.3,-12.22,1.01,-19.02,2.52,Logistica,,,
518,SGPS3,1.62,1.62,2.01,-19.4,0.71,3.83,-40.22,12.12,0.0,-9.09,-0.18,-1.3333333333333333,6.48148148148148,-75.0,0.13,-8.4,1.07,-31.4,1.32,Fios e Tecidos,,,
519,SHOW3,2.55,2.55,2.75,-7.27,1.36,3.28,-14.43,2.19,0.0,0.03,76.85,73.0,-0.14117647058823524,1.51,1.16,3.52,1.03,0.56,0.14,Producao de Eventos e Shows,,,
520,SHUL3,111.89,111.33,111.97,0.0,0.0,0.0,0.0,3.35,0.21,0.89,125.98,3.764044943820225,-0.9700598802395209,26.54,33.44,45.64,2.84,14.95,0.04,Motores . Compressores e Outros,,,
521,SHUL4,7.6,7.38,7.61,0.0,4.05,7.7,69.64,3.35,3.36,0.89,8.55,3.764044943820225,-0.5592105263157894,26.54,2.27,45.64,2.84,14.95,0.04,Motores . Compressores e Outros,,,
522,SIMH3,9.86,9.43,10.1,-2.38,5.97,11.29,-8.45,3.76,1.59,0.25,39.99,15.04,-0.6186612576064909,6.57,2.63,7.35,1.87,0.71,10.44,Holdings Diversificadas,,SMLL,
523,SLCE3,40.11,39.6,40.57,-1.13,34.42,49.03,-8.47,23.38,7.32,4.07,9.9,5.744471744471744,-0.41710296684118675,17.39,1.72,6.44,1.99,10.34,0.71,Agricultura,,SMLL,IDIV
524,SLED3,3.95,3.95,4.23,-6.18,3.95,10.9,-61.27,-39.57,0.0,7.15,0.56,-5.534265734265734,-11.017721518987342,-18.07,-0.1,0.98,0.12,92.71,0.0,Produtos Diversos,,,
525,SLED4,1.67,1.68,1.98,-15.15,0.93,5.0,-61.73,-39.57,0.0,7.15,0.23,-5.534265734265734,-24.694610778443113,-18.07,-0.04,0.98,0.12,92.71,0.0,Produtos Diversos,,,
526,SMFT3,21.74,20.37,21.89,-0.64,12.15,24.13,42.56,7.79,0.0,0.68,31.8,11.455882352941176,-0.641674333026679,8.75,2.78,23.47,1.55,22.27,0.13,Atividades Esportivas,,,
527,SMLS3,22.4,22.36,22.79,0.0,0.0,0.0,0.0,5.47,0.0,2.08,10.78,2.629807692307692,-0.7558035714285715,37.96,4.09,9.93,1.1,39.07,-0.1,Programas de Fidelizacao,,SMLL,IDIV
528,SMTO3,39.35,37.26,39.35,5.61,21.11,39.35,51.64,16.7,4.17,2.87,13.76,5.818815331010453,-0.5756035578144854,17.16,2.36,10.6,2.17,16.17,1.11,Acucar e Alcool,,SMLL,
529,SNSY3,5.37,4.91,5.37,7.62,3.68,7.59,-23.29,-241.52,0.0,-38.72,-0.12,6.237603305785124,-45.97579143389199,-16.03,-0.02,5.13,1.02,-34.65,0.0,Materiais Diversos,,,
530,SNSY5,3.91,3.87,4.04,-2.98,2.42,4.69,20.68,-241.52,0.0,-38.72,-0.1,6.237603305785124,-62.769820971867006,-16.03,-0.02,5.13,1.02,-34.65,0.0,Materiais Diversos,,,
531,SNSY6,13.33,13.33,13.33,0.0,0.0,0.0,0.0,-241.52,0.0,-38.72,-0.34,6.237603305785124,-19.1185296324081,-16.03,-0.06,5.13,1.02,-34.65,0.0,Materiais Diversos,,,
532,SOJA3,14.74,13.98,14.89,1.38,9.47,14.92,8.9,7.0,0.56,1.53,9.7,4.57516339869281,-0.525101763907734,21.8,2.12,10.57,1.69,9.82,0.42,Agricultura,,,
533,SOMA3,7.76,7.52,8.02,1.3,7.42,14.83,-38.97,9.61,1.3,0.39,19.82,24.64102564102564,0.23840206185567014,4.1,0.81,16.11,2.16,6.0,0.16,Tecidos Vestuario e Calcados,,,
534,SOND3,46.01,46.01,46.01,0.0,0.0,0.0,0.0,22.63,12.04,6.67,6.9,3.3928035982008993,-0.5081504020865029,29.45,2.03,3.04,2.29,10.01,-0.58,Engenharia Consultiva,,,
535,SOND5,50.0,40.0,50.0,25.0,26.93,50.0,70.13,22.63,12.19,6.67,7.5,3.3928035982008993,-0.5474,29.45,2.21,3.04,2.29,10.01,-0.58,Engenharia Consultiva,,,
536,SOND6,46.0,46.0,46.0,0.0,25.97,46.0,66.73,22.63,13.25,6.67,6.9,3.3928035982008993,-0.5080434782608696,29.45,2.03,3.04,2.29,10.01,-0.58,Engenharia Consultiva,,,
537,SPRI3,21.72,19.02,21.72,0.0,0.0,0.0,0.0,8.86,0.0,-6.54,-3.32,-1.3547400611620795,-0.5920810313075506,-73.82,2.45,-2.46,66.47,0.0,-0.14,Holdings Diversificadas,,,
538,SPRI5,8.52,8.5,8.52,0.0,0.0,0.0,0.0,8.86,0.0,-6.54,-1.3,-1.3547400611620795,0.039906103286385,-73.82,0.96,-2.46,66.47,0.0,-0.14,Holdings Diversificadas,,,
539,SPRI6,11.0,10.8,14.99,0.0,0.0,0.0,0.0,8.86,0.0,-6.54,-1.68,-1.3547400611620795,-0.19454545454545458,-73.82,1.24,-2.46,66.47,0.0,-0.14,Holdings Diversificadas,,,
540,SPRT3B,76.4,50.9,76.4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1816.79,0.0,-1.0,-1662.31,-30200.65,1078.02,0.01,0.0,0.0,Outros,,,
541,SQIA3,27.4,27.27,27.46,-0.07,13.71,27.46,47.39,7.27,0.2,0.01,2744.55,726.9999999999999,-0.7346715328467153,0.14,3.76,47.11,1.44,0.13,0.33,Programas e Servicos,,SMLL,
542,STBP3,9.29,8.7,9.37,6.17,6.25,10.26,14.98,2.52,4.8,0.43,21.54,5.8604651162790695,-0.728740581270183,17.12,3.69,13.58,1.25,19.38,-0.08,Servios de Apoio e Armazenagem,,SMLL,
543,STKF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.66,0.0,0.84,0.0,9.11904761904762,inf,10.96,0.0,2.51,2.44,41.59,0.28,Atividades Esportivas,,,
544,STTR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.94,0.0,3.0957446808510642,inf,32.1,0.0,-0.22,2.46,14.11,-0.09,Maq Equip Construcao e Agricolas,,,
545,SULA11,22.25,18.12,22.25,2.35,18.12,25.9,-5.96,19.64,0.27,0.43,52.23,45.674418604651166,-0.11730337078651687,2.17,1.13,6.54,2.29,0.83,-1.71,Seguradoras,IBOV,,
546,SULA3,7.43,6.06,7.48,-0.67,6.06,8.5,-6.89,6.55,0.27,0.14,52.32,46.78571428571428,-0.11843876177658141,2.17,1.13,6.54,2.29,0.83,-1.71,Seguradoras,,,
547,SULA4,7.63,6.13,7.63,2.55,6.13,8.71,-3.54,6.55,0.26,0.14,53.73,46.78571428571428,-0.1415465268676278,2.17,1.17,6.54,2.29,0.83,-1.71,Seguradoras,,,
548,SUZB3,51.45,48.8,51.25,0.29,38.0,56.65,20.96,32.16,3.49,17.53,2.93,1.834569309754706,-0.374927113702624,54.5,1.6,5.63,2.56,47.37,1.29,Papel e Celulose,IBOV,,
549,SYNE3,4.05,4.05,4.12,-0.74,2.74,5.45,-17.68,9.87,0.0,-0.24,-17.29,-41.125,1.4370370370370371,-2.38,0.41,9.58,4.21,-8.48,0.46,Exploracao de Imoveis,,,
550,TAEE11,34.99,34.0,34.92,0.03,30.9,38.32,-6.63,19.42,9.67,3.39,10.32,5.728613569321534,-0.44498428122320666,17.46,1.8,11.07,3.03,49.81,1.21,Energia Eletrica,IBOV,SMLL,IDIV
551,TAEE3,11.65,11.35,11.64,0.09,10.19,12.82,-7.03,6.47,9.68,1.13,10.3,5.72566371681416,-0.4446351931330472,17.46,1.8,11.07,3.03,49.81,1.21,Energia Eletrica,,,
552,TAEE4,11.66,11.4,11.69,-0.26,10.4,12.75,-6.87,6.47,9.64,1.13,10.35,5.72566371681416,-0.44511149228130364,17.46,1.81,11.07,3.03,49.81,1.21,Energia Eletrica,,,
553,TASA3,16.39,15.2,16.39,7.12,10.83,16.39,1.55,8.36,8.53,2.44,6.72,3.4262295081967213,-0.48993288590604034,29.14,1.96,5.09,1.55,14.27,0.23,Armas e Municoes,,,
554,TASA4,16.59,15.15,16.59,6.49,11.08,16.59,6.63,8.36,8.38,2.44,6.84,3.4262295081967213,-0.4960819770946353,29.14,1.99,5.09,1.55,14.27,0.23,Armas e Municoes,,SMLL,
555,TCNO3,1.2,1.2,1.3,-6.98,1.2,1.3,-7.69,-0.14,0.0,-0.16,-7.52,0.8750000000000001,-1.1166666666666667,-111.63,-8.4,-34.51,0.28,0.0,0.0,Engenharia Consultiva,,,
556,TCNO4,0.85,0.85,1.02,-16.67,0.85,1.03,-17.48,-0.14,0.0,-0.16,-5.33,0.8750000000000001,-1.1647058823529413,-111.63,-5.95,-34.51,0.28,0.0,0.0,Engenharia Consultiva,,,
557,TCSA3,3.99,3.7,4.0,-0.25,2.3,4.21,37.59,8.13,0.0,0.36,11.06,22.583333333333336,1.037593984962406,4.37,0.48,18.25,3.54,6.69,0.84,Incorporacoes,,SMLL,
558,TECN3,3.29,3.2,3.3,2.81,1.95,3.75,45.58,5.18,2.52,0.68,4.78,7.617647058823528,0.5744680851063828,13.16,0.63,4.01,4.32,14.03,-0.01,Acessorios,,,
559,TEKA3,8.23,8.09,8.23,0.0,0.0,0.0,0.0,-3962.89,0.0,-300.06,-0.03,13.206991934946343,-482.51761846901576,-7.57,0.0,-5.32,0.04,-54.76,0.0,Fios e Tecidos,,,
560,TEKA4,15.75,14.77,16.89,-5.06,12.06,28.39,6.42,-3962.89,0.0,-300.06,-0.05,13.206991934946343,-252.61206349206347,-7.57,0.0,-5.32,0.04,-54.76,0.0,Fios e Tecidos,,,
561,TELB3,17.16,17.16,19.29,-11.04,13.6,25.0,-11.32,19.41,0.0,-0.04,-414.72,-485.25,0.13111888111888104,-0.21,0.88,7.01,5.7,-0.91,-0.63,Telecomunicacoes,,,
562,TELB4,13.32,13.06,14.06,-5.26,7.05,16.46,18.93,19.41,0.0,-0.04,-329.09,-485.25,0.4572072072072071,-0.21,0.7,7.01,5.7,-0.91,-0.63,Telecomunicacoes,,,
563,TEND3,13.55,12.48,14.12,0.89,3.8,14.92,90.85,5.5,0.0,-4.49,-3.01,-1.2249443207126949,-0.5940959409594095,-81.66,2.46,-13.03,1.12,-21.54,1.12,Incorporacoes,,SMLL,
564,TESA3,48.0,46.35,50.8,0.0,0.0,0.0,0.0,29.64,0.0,-3.61,-13.3,-8.210526315789474,-0.38249999999999995,-12.18,1.62,17.39,0.86,-7.58,1.01,Agricultura,,,
565,TFCO4,13.01,12.96,13.79,-5.66,9.18,14.2,9.05,0.39,1.44,0.12,111.81,3.2500000000000004,-0.9700230591852421,30.07,33.62,15.46,3.15,17.9,0.16,Tecidos Vestuario e Calcados,,,
566,TGMA3,26.0,24.76,26.5,-1.89,15.46,26.89,39.41,12.13,6.07,2.79,9.32,4.347670250896058,-0.5334615384615384,23.01,2.14,7.21,2.62,12.06,-0.08,Transporte Rodovirio,,SMLL,IDIV
567,TIET11,12.54,12.54,12.54,0.0,0.0,0.0,0.0,5.57,0.0,2.87,4.38,1.9407665505226481,-0.5558213716108452,51.45,2.25,7.15,1.0,49.46,2.34,Energia Eletrica,,SMLL,IDIV
568,TIET3,3.49,3.1,3.49,0.0,0.0,0.0,0.0,1.11,0.0,0.57,6.09,1.9473684210526319,-0.6819484240687679,51.45,3.13,7.15,1.0,49.46,2.34,Energia Eletrica,,,
569,TIET4,3.51,3.13,3.51,0.0,0.0,0.0,0.0,1.11,0.0,0.57,6.13,1.9473684210526319,-0.6837606837606838,51.45,3.15,7.15,1.0,49.46,2.34,Energia Eletrica,,,
570,TIMS3,14.92,14.32,14.92,2.75,10.45,15.08,28.73,10.46,5.67,0.84,17.91,12.452380952380954,-0.29892761394101874,7.99,1.43,10.61,0.7,8.83,0.06,Telecomunicacoes,IBOV,,
571,TKNO3,69.63,11.99,11.99,0.0,0.0,0.0,0.0,92.42,1.86,9.88,7.05,9.354251012145749,0.32730145052419934,10.69,0.75,4.14,3.65,10.54,-0.11,Artefatos de Ferro e Aco,,,
572,TKNO4,61.0,61.0,61.0,0.0,53.64,72.31,-13.27,92.42,6.71,9.88,6.18,9.354251012145749,0.5150819672131148,10.69,0.66,4.14,3.65,10.54,-0.11,Artefatos de Ferro e Aco,,,
573,TOTS3,29.04,27.7,29.14,4.82,24.83,33.16,0.17,7.12,1.51,0.79,36.91,9.012658227848101,-0.7548209366391184,11.05,4.08,24.18,1.71,12.0,-0.22,Programas e Servicos,IBOV,,
574,TOYB3,2.29,2.12,2.42,0.0,0.0,0.0,0.0,-0.46,0.0,-0.05,-43.94,9.2,-1.2008733624454149,-11.31,-4.97,-47.62,0.49,-10.96,0.0,Brinquedos e Jogos,,,
575,TOYB4,2.5,2.5,2.5,0.0,0.0,0.0,0.0,-0.46,0.0,-0.05,-47.96,9.2,-1.184,-11.31,-5.43,-47.62,0.49,-10.96,0.0,Brinquedos e Jogos,,,
576,TPIS3,4.08,3.85,4.1,-0.49,2.98,7.06,-15.53,17.29,0.0,-4.92,-0.82,-3.5142276422764227,3.2377450980392153,-28.47,0.23,-15.34,0.3,-25.48,2.07,Exploracao de Rodovias,,,
577,TRAD3,1.15,1.13,1.25,-8.8,0.82,4.4,-73.36,1.73,0.0,-0.44,-2.57,-3.9318181818181817,0.5043478260869567,-25.59,0.66,-2.09,4.92,-202.48,-0.24,Programas e Servicos,,,
578,TRIS3,5.74,5.34,5.87,4.34,2.77,6.99,23.82,7.02,2.41,0.5,11.32,14.04,0.22299651567944245,7.17,0.81,6.37,2.83,10.47,0.55,Incorporacoes,,SMLL,
579,TRPL3,32.0,31.53,32.58,-0.37,27.49,33.97,2.01,26.57,3.32,3.6,8.9,7.3805555555555555,-0.1696875,13.53,1.2,7.11,1.93,43.32,0.42,Energia Eletrica,,,
580,TRPL4,24.05,23.81,24.79,-2.99,21.4,25.78,3.98,26.57,4.43,3.6,6.67,7.3805555555555555,0.10478170478170479,13.53,0.9,7.11,1.93,43.32,0.42,Energia Eletrica,,,IDIV
581,TRPN3,0.71,0.36,0.8,0.0,0.0,0.0,0.0,1.31,0.0,1.6,0.44,0.81875,0.8450704225352115,122.35,0.54,-0.36,3.61,59.29,-1.07,Gestao Recursos e Investimentos,,,
582,TTEN3,14.19,13.37,14.27,4.65,8.28,14.27,38.57,5.93,0.81,1.16,12.28,5.112068965517241,-0.5821000704721635,19.52,2.4,15.53,1.6,7.5,0.18,Agricultura,,,
583,TUPY3,27.39,25.95,27.43,3.36,21.22,30.41,5.18,21.56,4.35,3.14,8.74,6.866242038216559,-0.21285140562249005,14.57,1.27,8.34,2.06,4.1,0.72,Material Rodoviario,,SMLL,
584,TXRX3,9.0,9.0,9.0,0.0,8.7,21.99,-59.07,-81.16,0.0,-1.65,-5.44,49.18787878787879,-10.017777777777777,-2.04,-0.11,16.69,0.37,-3.63,0.0,Fios e Tecidos,,,
585,TXRX4,3.48,3.48,3.5,-0.57,2.65,5.0,-24.35,-81.16,0.0,-1.65,-2.1,49.18787878787879,-24.321839080459768,-2.04,-0.04,16.69,0.37,-3.63,0.0,Fios e Tecidos,,,
586,UCAS3,2.72,2.56,2.72,0.74,2.32,3.15,-13.1,2.92,6.7,0.26,10.5,11.23076923076923,0.07352941176470584,8.85,0.93,14.49,1.05,7.46,-0.08,Moveis,,,
587,UGPA3,18.74,18.33,19.11,1.79,11.36,19.52,48.73,10.85,1.87,1.23,15.19,8.821138211382113,-0.42102454642475984,11.34,1.72,9.28,1.97,1.01,0.7,Exploracao Refino e Distribuicao,IBOV,,
588,UNIP3,74.63,72.34,74.63,2.23,60.0,93.32,-7.94,25.12,8.36,7.54,9.95,3.331564986737401,-0.6634061369422484,30.02,2.99,5.33,2.0,12.5,-0.01,Quimicos Diversos,,,
589,UNIP5,84.68,84.49,85.0,-0.38,75.53,106.07,-5.21,25.12,8.24,7.54,11.22,3.331564986737401,-0.7033538025507794,30.02,3.37,5.33,2.0,12.5,-0.01,Quimicos Diversos,,,
590,UNIP6,83.13,78.72,83.12,4.37,62.02,106.56,-8.51,25.12,8.36,7.54,10.95,3.331564986737401,-0.6978226873571514,30.02,3.29,5.33,2.0,12.5,-0.01,Quimicos Diversos,,SMLL,IDIV
591,USIM3,7.0,6.92,7.19,-0.71,6.77,8.39,-8.14,18.92,4.26,0.29,24.02,65.24137931034484,1.7028571428571433,1.54,0.37,33.29,3.97,1.21,0.04,Siderurgia,,,
592,USIM5,6.88,6.8,6.99,-0.72,6.31,8.19,-7.28,18.92,4.75,0.29,23.67,65.24137931034484,1.7500000000000004,1.54,0.37,33.29,3.97,1.21,0.04,Siderurgia,IBOV,SMLL,
593,USIM6,16.31,16.31,16.31,0.0,11.29,17.66,2.84,18.92,2.02,0.29,55.8,65.24137931034484,0.16002452483139207,1.54,0.86,33.29,3.97,1.21,0.04,Siderurgia,,,
594,VALE3,70.14,66.71,70.17,1.86,61.05,93.49,7.94,41.2,5.72,12.54,5.62,3.285486443381181,-0.412603364699173,30.45,1.71,5.75,1.15,27.58,0.23,Minerais Metalicos,IBOV,,
595,VAMO3,11.21,10.65,12.19,-6.27,10.65,16.33,-24.66,3.54,2.47,0.62,18.33,5.709677419354839,-0.6842105263157895,17.38,3.19,10.81,2.0,11.48,2.34,Maq Equip Construcao e Agricolas,,,
596,VBBR3,19.39,18.23,19.34,2.11,12.33,19.34,11.41,11.0,3.87,0.62,30.98,17.741935483870968,-0.4326972666322847,5.61,1.74,14.85,2.64,0.42,0.88,Exploracao Refino e Distribuicao,,,
597,VIIA3,0.9,0.9,1.29,-30.23,0.9,3.93,-71.06,2.88,0.0,-0.72,-1.23,-4.0,2.1999999999999997,-25.05,0.31,16.44,0.79,-3.76,1.7,Eletrodomesticos,,,
598,VITT3,12.47,11.6,12.47,4.97,10.15,15.25,-5.39,3.93,2.66,0.89,13.97,4.415730337078652,-0.6848436246992783,22.53,3.15,13.05,2.55,16.68,0.29,Fertilizantes e Defensivos,,,
599,VIVA3,27.86,27.03,28.65,-1.69,19.0,30.99,12.16,7.64,1.31,1.59,17.56,4.80503144654088,-0.7257717157214645,20.76,3.65,15.66,2.81,18.83,0.01,Acessorios,,SMLL,
600,VIVR3,3.5,3.21,4.06,-11.31,2.8,8.1,-38.07,0.79,0.0,-2.72,-1.3,-0.2904411764705882,-0.7742857142857142,-346.16,4.52,-1.28,1.09,-57.23,0.13,Incorporacoes,,,
601,VIVT3,43.2,41.46,43.12,3.45,34.75,43.7,7.16,41.34,5.47,2.5,17.25,16.536,-0.043055555555555514,6.05,1.04,12.49,0.89,8.43,0.2,Telecomunicacoes,IBOV,,IDIV
602,VIVT4,45.34,42.33,46.69,0.0,0.0,0.0,0.0,41.34,0.0,2.5,18.12,16.536,-0.08822232024702248,6.05,1.1,12.49,0.89,8.43,0.2,Telecomunicacoes,,,
603,VLID3,18.52,18.29,19.16,-0.43,7.84,19.16,94.95,15.79,3.56,2.0,9.03,7.895,-0.14740820734341253,12.68,1.14,5.4,2.03,8.63,0.35,Servicos Diversos,,SMLL,
604,VSPT3,4.99,4.99,4.99,0.0,0.0,0.0,0.0,13.4,0.0,-15.83,-0.32,-0.8464939987365762,1.685370741482966,-118.11,0.37,-0.98,0.79,-68.65,0.41,Transporte Ferroviario,,,
605,VSPT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,-15.83,0.0,-0.8464939987365762,inf,-118.11,0.0,-0.98,0.79,-68.65,0.41,Transporte Ferroviario,,,
606,VSTE3,15.11,14.4,17.95,4.93,1.39,19.5,815.76,9.05,0.77,1.5,10.09,6.033333333333334,-0.40105890138980804,16.54,1.67,9.43,1.56,15.19,0.25,Tecidos Vestuario e Calcados,,,
607,VULC3,21.94,20.27,21.94,7.23,10.62,21.94,58.99,7.7,2.78,2.17,10.0,3.548387096774194,-0.6490428441203282,28.24,2.82,10.7,3.71,19.83,0.05,Calcados,,SMLL,
608,VVAR11,14.58,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.0,-0.72,-20.18,-4.0,-0.8024691358024691,-25.05,5.06,16.44,0.79,-3.76,1.7,Eletrodomesticos,,,
609,VVAR4,95.68,92.8,316.51,0.0,0.0,0.0,0.0,2.88,0.0,-0.72,-132.41,-4.0,-0.9698996655518395,-25.05,33.18,16.44,0.79,-3.76,1.7,Eletrodomesticos,,,
610,VVEO3,18.07,17.5,18.7,-3.21,14.98,22.15,2.5,7.36,1.54,0.65,27.78,11.323076923076924,-0.5926950747094633,8.82,2.45,13.2,1.83,2.05,0.97,Serv Mao Hosp Analises e Diagnosticos,,,
611,WEGE3,36.13,35.28,36.93,0.53,29.73,41.64,21.56,3.54,1.6,1.09,33.3,3.2477064220183482,-0.902020481594243,30.74,10.24,27.29,1.82,14.85,-0.15,Motores . Compressores e Outros,IBOV,,
612,WEST3,1.52,1.53,1.84,-14.53,0.86,2.43,-14.04,2.59,0.0,-0.53,-2.98,-4.886792452830188,0.7039473684210524,-20.29,0.61,-0.63,3.16,-26.27,-0.43,Produtos Diversos,,,
613,WHRL3,4.65,4.62,4.85,-2.31,4.37,5.15,-8.64,1.59,4.02,0.23,19.87,6.913043478260869,-0.6580645161290323,14.73,2.93,8.14,1.08,3.25,-0.31,Eletrodomesticos,,,
614,WHRL4,4.58,4.54,4.67,-1.08,4.33,5.58,-15.19,1.59,4.49,0.23,19.57,6.913043478260869,-0.6528384279475983,14.73,2.88,8.14,1.08,3.25,-0.31,Eletrodomesticos,,,
615,WIZC3,6.21,6.13,6.46,-0.48,4.91,8.41,-22.38,2.59,7.17,0.66,9.46,3.924242424242424,-0.5829307568438004,25.32,2.39,2.79,0.84,10.49,0.1,Corretoras de Seguros,,,
616,WLMM3,25.0,23.11,25.17,-0.68,19.22,25.17,30.07,17.94,3.16,3.11,8.03,5.768488745980708,-0.2824,17.35,1.39,7.48,2.48,5.11,0.0,Material de Transporte,,,
617,WLMM4,39.19,37.49,39.19,2.89,14.88,39.19,45.9,17.94,2.22,3.11,12.59,5.768488745980708,-0.5422301607552946,17.35,2.18,7.48,2.48,5.11,0.0,Material de Transporte,,,
618,YDUQ3,20.88,19.87,21.11,-0.99,6.47,23.7,85.45,10.16,0.0,0.36,58.72,28.222222222222225,-0.5134099616858236,3.51,2.06,13.54,1.56,2.27,1.36,Servicos Educacionais,IBOV,SMLL,
619,ZAMP3,5.72,5.38,5.74,3.06,3.63,8.15,-28.59,4.97,0.0,-0.4,-14.11,-12.424999999999999,-0.13111888111888115,-8.15,1.15,27.4,1.18,-2.95,0.54,Restaurante e Similares,,,
